col0 col1
1.8857e+01 1.4318e-02
-7.5291e-04 1.6984e-05
2.3402e-04 1.8772e-05
-2.4296e-06 4.1272e-08
2.7310e-08 3.2749e-08
-2.4206e-06 3.5321e-08
1.0211e+03 4.0435e-02
-7.1294e-03 6.2351e-05
5.6140e-04 4.2725e-05
3.9226e-06 1.6349e-07
1.0551e-07 1.3654e-07
1.0002e-06 6.7170e-08
-3.7779e+00 4.6271e-02
4.0119e-03 1.7386e-04
-1.2317e-05 9.1910e-05
3.3329e+00 7.5077e-02
