col0 col1
1.6000e+01 2.4675e-02
-4.4070e-04 2.7704e-05
-2.7054e-04 3.4459e-05
2.9930e-06 7.0322e-08
4.0324e-08 5.2245e-08
2.6741e-06 6.4083e-08
-1.0188e+03 6.5444e-02
-8.8702e-03 1.0203e-04
-6.9347e-04 7.8858e-05
-4.6857e-06 2.6275e-07
1.8690e-07 2.2155e-07
-9.2145e-07 1.0765e-07
4.7141e+00 7.9333e-02
5.0682e-03 2.7920e-04
-1.0746e-04 1.5541e-04
-3.4537e+00 1.1821e-01
