col0 col1
2.3551e+01 2.0658e-02
-3.1148e-05 2.4948e-05
-4.4523e-04 2.1355e-05
-2.4993e-06 3.9692e-08
-1.3836e-07 3.8298e-08
-2.9000e-06 5.6278e-08
1.0185e+03 5.5976e-02
2.5483e-04 5.7653e-05
-6.4529e-03 8.2344e-05
9.4837e-07 6.0681e-08
-8.6769e-08 1.6290e-07
4.9055e-06 2.0421e-07
-3.5282e+00 6.5702e-02
-1.9336e-05 1.0871e-04
5.2147e-03 2.1827e-04
3.5722e+00 9.0362e-02
