col0 col1
-2.7815e+01 5.4947e-02
2.4241e-04 1.5870e-04
-1.6985e-04 6.1644e-05
-2.3837e-06 9.9444e-08
2.3916e-07 2.2963e-07
-2.2994e-06 1.5069e-07
1.0217e+03 8.3463e-02
-4.4842e-04 2.4927e-04
-6.8374e-03 3.0275e-04
1.0645e-06 1.1286e-07
3.5168e-07 3.0835e-07
5.5198e-06 4.7206e-07
-3.7571e+00 1.9168e-01
-4.5115e-05 1.2803e-04
5.3799e-03 3.6690e-04
3.7491e+00 1.3590e-01
